Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
43204,North Africa,20-Apr-16,2016,Apr,5,,5,,,,,Sickness and lack of access to medicines,"Wadi Halfa, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.824075900000, 31.260625300000",,,Northern Africa,2
43205,North Africa,20-Apr-16,2016,Apr,3,,3,,,,,Sickness and lack of access to medicines,"Near to Abu Hamad small town., Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"19.525259500000, 33.297328800000",,,Northern Africa,2
43199,Sub-Saharan Africa,19-Apr-16,2016,Apr,1,,1,,,,,Sickness and lack of access to medicines,"Near Tanzania-Kenya border, Tanzania",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.677961300000, 35.183103500000",,,Eastern Africa,2
43200,North Africa,19-Apr-16,2016,Apr,3,,3,,,,,Sickness and lack of access to medicines,"Shimalia (Al Shamaliyah ), Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"19.402255200000, 27.905378900000",,,Northern Africa,2
43201,North Africa,19-Apr-16,2016,Apr,1,,1,,,,,Sickness and lack of access to medicines,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.285107000000, 31.520455700000",,,Northern Africa,2
42933,US-Mexico Border,18-Apr-16,2016,Apr,1,,1,,,1,,Uknown,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
43196,Horn of Africa,18-Apr-16,2016,Apr,1,,1,,,,,Sickness and lack of access to medicines,"Near Bali, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"6.773055000000, 39.443489800000",,,Eastern Africa,2
43197,Horn of Africa,18-Apr-16,2016,Apr,1,,1,,,,,Sickness and lack of access to medicines,"Near Las'anod, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"8.476128000000, 47.347479800000",,,Eastern Africa,2
43198,North Africa,18-Apr-16,2016,Apr,3,,3,,,,,Sickness and lack of access to medicines,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.501534100000, 32.502556100000",,,Northern Africa,2
42466,Mediterranean,17-Apr-16,2016,Apr,8,24,32,108,,,,Uknown,"off the coast of Lampedusa, Italy","IOM Italy, UNHCR","35.501218200000, 12.505090100000",Central Mediterranean,http://bit.ly/1qCFZB4,Uncategorized,4
42830,Mediterranean,16-Apr-16,2016,Apr,,6,6,,,,,Drowning,"Off the coast of Motril, Almería, Spain",Asociacion Pro Derechos Humanos de Andalucia,"36.748932200000, -3.527553200000",Western Mediterranean,http://bit.ly/2mSq18J,Uncategorized,3
43194,North Africa,16-Apr-16,2016,Apr,3,,3,,,,,Sickness and lack of access to medicines,"In Sahara desert, between Atbara, Sudan and Abu Simbel, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.575410200000, 32.438189800000",,,Northern Africa,2
43195,North Africa,16-Apr-16,2016,Apr,2,,2,,,,,Sickness and lack of access to medicines,"Abu Hamad, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"19.525259500000, 33.297328800000",,,Northern Africa,2
42467,Mediterranean,15-Apr-16,2016,Apr,1,,1,,1,,1,Drowning,"Near Izmir, Turkey, possibly en route to Samos, Greece",Daily Mail,"37.724580500000, 26.677828300000",Eastern Mediterranean,http://bit.ly/1QcgFXB,Uncategorized,1
43193,North Africa,13-Apr-16,2016,Apr,2,,2,,,,,Sickness and lack of access to medicines,"Sinai, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"29.505621800000, 33.975046100000",,,Northern Africa,2
42506,Mediterranean,12-Apr-16,2016,Apr,4,,4,,,,,Drowning,"Bodies found at Port of Ketef, near Ben Guerdène, Tunisia","Espace Manager, IOM Tunisia","33.208609900000, 11.213254400000",Central Mediterranean,http://bit.ly/1VUYOeq,Uncategorized,4
42757,US-Mexico Border,12-Apr-16,2016,Apr,1,,1,,,1,,Hit by vehicle,"Train rails in Nava municipality, near Piedras Negras, Coahuila, Mexico",El Siglo,"27.133490800000, -103.434484000000",Central America to US,http://bit.ly/2fM36V2,Central America,1
42505,Mediterranean,11-Apr-16,2016,Apr,3,,3,,2,1,,Drowning,"Bodies found at Port of Ketef, near Ben Guerdène, Tunisia",IOM Tunisia,"33.208609900000, 11.213254400000",Central Mediterranean,http://bit.ly/1VQ5tqn,Uncategorized,4
42867,Mediterranean,9-Apr-16,2016,Apr,5,4,9,5,4,,1,Drowning,"Near Samos Island, Greece",Reuters and Hellenic Coast Guard,"37.724580500000, 26.677828300000",Eastern Mediterranean,"http://reut.rs/1S8LyUc, http://bit.ly/1N3Fs5p",Uncategorized,5
42881,Mediterranean,9-Apr-16,2016,Apr,0,459,459,37,1,,1,Drowning,"2 hours off the coast of el-Saloum, Egypt","Reuters, IOM Italy","31.576003100000, 25.164174000000",Central Mediterranean,http://tmsnrt.rs/2h1XtmN,Uncategorized,4
42527,US-Mexico Border,8-Apr-16,2016,Apr,1,,1,,,1,,Drowning,"Rio Grande near La Playita, Reynosa, Tamaulipas, Mexico",El Manana,"26.022717700000, -98.297914100000",Central America to US,http://bit.ly/22OSebl,Central America,1
42932,US-Mexico Border,8-Apr-16,2016,Apr,1,,1,,,1,,Uknown,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
43190,North Africa,8-Apr-16,2016,Apr,5,,5,,,,,Sickness and lack of access to medicines,"In the Sahara desert, between Atbara, Sudan and Abu Simbel, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.946470800000, 30.814395500000",,,Northern Africa,2
43191,North Africa,8-Apr-16,2016,Apr,7,,7,,,,,Sickness and lack of access to medicines,"In Sahara desert near Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.459686000000, 30.665449400000",,,Northern Africa,2
42930,US-Mexico Border,7-Apr-16,2016,Apr,2,,2,,,2,,Uknown,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
42931,US-Mexico Border,7-Apr-16,2016,Apr,1,,1,,1,,,Hypothermia,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
42840,US-Mexico Border,6-Apr-16,2016,Apr,1,,1,,,1,,Drowning,"Franklin Canal, near Free Bridge, Ciudad Juarez, Chihuahua, Mexico",Rasa Informa,"31.647388100000, -106.349695800000",Central America to US,http://bit.ly/2pW3vZS,Central America,1
42428,US-Mexico Border,5-Apr-16,2016,Apr,1,,1,,,1,,Drowning,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",Expreso.press,"27.453141600000, -99.614852500000",Central America to US,http://bit.ly/1XgyMkT,Central America,1
42928,US-Mexico Border,1-Apr-16,2016,Apr,1,,1,,,1,,Uknown,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
42929,US-Mexico Border,1-Apr-16,2016,Apr,1,,1,,,1,,Uknown,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
43211,North Africa,1-Apr-16,2016,Apr,2,,2,,,,,Vehicle Accident,"Sahara Desert, between Khartoum, Sudan and Libya",MHub,"19.643823700000, 24.429326800000",,,Northern Africa,2
43212,North Africa,1-Apr-16,2016,Apr,1,,1,,,,,Vehicle Accident,"Sahara Desert, between Khartoum, Sudan and Libya",MHub,"19.643823700000, 24.429326800000",,,Northern Africa,2
43213,North Africa,1-Apr-16,2016,Apr,1,,1,,,,,Dehydration,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"27.349939100000, 9.736672900000",,,Northern Africa,2
43214,North Africa,1-Apr-16,2016,Apr,1,,1,,,,,Dehydration,"Sahara Desert, Algeria",MHub,"27.790343000000, 0.767595600000",,,Northern Africa,2
43215,North Africa,1-Apr-16,2016,Apr,1,,1,,,,,Murdered,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"27.349939100000, 9.736672900000",,,Northern Africa,2
42408,Mediterranean,31-Mar-16,2016,Mar,9,,9,127,,,,Drowning,"off the coast of Kafr el-Sheikh, Egypt",IOM Italy,"31.650930600000, 30.626169200000",Central Mediterranean,http://bit.ly/1MDVSRO,Uncategorized,4
43186,Horn of Africa,31-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Buale (Bu'ale), Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"1.134499800000, 42.466235200000",,,Eastern Africa,2
43187,Horn of Africa,31-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Jilib , Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"0.493016100000, 42.772682900000",,,Eastern Africa,2
44478,North Africa,31-Mar-16,2016,Mar,2,,2,,,,,Sickness and lack of access to medicines,"Tripoli, Libya",MHub,"32.891822115566, 13.205071210156",,,Northern Africa,2
44480,North Africa,31-Mar-16,2016,Mar,2,,2,,,,,Dehydration,"Sabha, Libya",MHub,"26.879860255674, 14.780586100000",,,Northern Africa,2
44482,North Africa,31-Mar-16,2016,Mar,2,,2,,,,,Violence,"Subratha, Libya",MHub,"32.781101600000, 12.449522100000",,,Northern Africa,2
44484,North Africa,31-Mar-16,2016,Mar,3,,3,,,,,Dehydration,"Unspecified location, Algeria",MHub,"23.846362958884, 3.988727562500",,,Northern Africa,2
42767,US-Mexico Border,30-Mar-16,2016,Mar,1,,1,,,1,,Vehicle Accident,"Mexico-US border, Santa Cruz County, Arizona",canalestrellatv,"31.364901400000, -111.067138900000",Central America to US,http://bit.ly/2gDN5Ub,Northern America,1
42948,Mediterranean,30-Mar-16,2016,Mar,,90,90,30,,,,Drowning,"near Sabratha, Libya","Reuters, IOM Italy","32.770354400000, 12.376176000000",Central Mediterranean,http://reut.rs/1RrLT2f,Uncategorized,4
43185,North Africa,29-Mar-16,2016,Mar,3,,3,,,,,Sickness and lack of access to medicines,"Aswan desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.459686000000, 30.665449400000",,,Northern Africa,2
42960,Mediterranean,28-Mar-16,2016,Mar,,84,84,1,,,,Drowning,off the coast of Libya,IOM Italy,"33.416533100000, 16.230191400000",Central Mediterranean,,Uncategorized,4
44778,US-Mexico Border,28-Mar-16,2016,Mar,2,,2,4,,,,Vehicle Accident,"Interstate 8 near Andrade, California","Sonoran News, The Guardian","32.744104143579, -114.725059343410",Central America to US,"https://bit.ly/2KAFi6a, https://docs.google.com/spreadsheets/d/1tMr7v1t_XUpe4gonpCEg92s8lzeGEpzamsGFvFenY7I/edit#gid=682861705",Northern America,3
42501,US-Mexico Border,27-Mar-16,2016,Mar,1,,1,,,,,Uknown,"ranch in Falfurrias, Hidalgo County, Texas",La Tarde,"26.376354000000, -98.383347700000",Central America to US,http://bit.ly/1VDljEC,Northern America,1
42421,US-Mexico Border,26-Mar-16,2016,Mar,1,,1,,,1,,Drowning,"Rio Grande, Hidalgo County, Texas",Valley Central,"26.376354000000, -98.383347700000",Central America to US,http://bit.ly/1qrM6bn,Northern America,1
42520,Mediterranean,26-Mar-16,2016,Mar,12,,12,,,,,Drowning,"bodies found on coast of Garabulli, Libya",Ultime Notizie,"32.791242000000, 13.702657400000",Central Mediterranean,http://bit.ly/1XVYFqj,Uncategorized,1
42470,US-Mexico Border,24-Mar-16,2016,Mar,1,,1,,,1,,Vehicle Accident,"Yuma, Arizona",El Bravo,"32.605602700000, -114.712142500000",Central America to US,http://bit.ly/1qtWn6H,Northern America,1
43184,North Africa,24-Mar-16,2016,Mar,2,,2,,,,,Sickness and lack of access to medicines,"Wadi Halfa in the desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.824075900000, 31.260625300000",,,Northern Africa,2
42438,Mediterranean,21-Mar-16,2016,Mar,1,,1,,,1,1,Sickness and lack of access to medicines,"San Giovanni di Dio Hospital, Cagliari, Italy",La Nuova,"39.196440300000, 9.105426900000",Central Mediterranean,http://bit.ly/21Ipa3i,Uncategorized,1
42431,US-Mexico Border,20-Mar-16,2016,Mar,1,,1,,1,,,Uknown,"near Border Patrol Checkpoint in Sarita, Kenedy County, Texas, USA",KrisTV,"26.940382100000, -97.918176800000",Central America to US,http://bit.ly/1Zqk0JF,Northern America,1
42432,US-Mexico Border,20-Mar-16,2016,Mar,1,,1,,,,,Uknown,"in Riviera, Kleberg County, Texas",KrisTV,"27.421455700000, -97.851636900000",Central America to US,http://bit.ly/1Zqk0JF,Northern America,1
42433,US-Mexico Border,20-Mar-16,2016,Mar,1,,1,,,,,Drowning,"Canal in Mission, Hidalgo County, Texas",KrisTV,"26.376354000000, -98.383347700000",Central America to US,http://bit.ly/1Zqk0JF,Northern America,1
42450,Mediterranean,20-Mar-16,2016,Mar,,4,4,,,,,Uknown,boat arrived in Lampedusa,IOM Italy,"35.497698500000, 12.602115300000",Central Mediterranean,http://bit.ly/1LDGIf9,Uncategorized,4
42476,Mediterranean,20-Mar-16,2016,Mar,2,,2,40,2,,2,Uknown,"off the coast of Ro, Greece",IOM Greece,"36.155277800000, 29.495033500000",Eastern Mediterranean,http://bit.ly/1Rw4rtE,Uncategorized,4
42508,Mediterranean,20-Mar-16,2016,Mar,2,,2,,,2,,Uknown,"Lesvos Island, Greece",IOM Greece,"39.209707825471, 26.517559644531",Eastern Mediterranean,http://bit.ly/1WBT5bT,Uncategorized,4
42927,US-Mexico Border,20-Mar-16,2016,Mar,1,,1,,,1,,Uknown,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
43165,North Africa,20-Mar-16,2016,Mar,3,,3,,,,,Sickness and lack of access to medicines,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.501534100000, 32.502556100000",,,Northern Africa,2
43166,North Africa,20-Mar-16,2016,Mar,2,,2,,,,,Sickness and lack of access to medicines,"Gedharif (Al Qadarif), Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.031672200000, 35.341772300000",,,Northern Africa,2
43167,North Africa,20-Mar-16,2016,Mar,5,,5,,,,,Sickness and lack of access to medicines,"Sinai desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"30.609673800000, 32.899326600000",,,Northern Africa,2
43168,North Africa,20-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Desert near Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.459686000000, 30.665449400000",,,Northern Africa,2
43169,North Africa,20-Mar-16,2016,Mar,2,,2,,,,,Sickness and lack of access to medicines,"Qadarif (Al Qadarif), Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.031672200000, 35.341772300000",,,Northern Africa,2
43170,North Africa,20-Mar-16,2016,Mar,21,,21,,,,,Sickness and lack of access to medicines,"Kufrah, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.248841300000, 19.724216100000",,,Northern Africa,2
43171,North Africa,20-Mar-16,2016,Mar,2,,2,,,,,Sickness and lack of access to medicines,"Nyali (Nyala), Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.052156400000, 24.874462400000",,,Northern Africa,2
43172,North Africa,20-Mar-16,2016,Mar,3,,3,,,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.029507800000, 14.389083500000",,,Northern Africa,2
43173,North Africa,20-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Nyala, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.052156400000, 24.874462400000",,,Northern Africa,2
43174,North Africa,20-Mar-16,2016,Mar,11,,11,,,,,Sickness and lack of access to medicines,"Kufrah, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.248841300000, 19.724216100000",,,Northern Africa,2
43175,North Africa,20-Mar-16,2016,Mar,5,,5,,,,,Sickness and lack of access to medicines,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.501534100000, 32.502556100000",,,Northern Africa,2
43176,North Africa,20-Mar-16,2016,Mar,2,,2,,,,,Sickness and lack of access to medicines,"Qalabat, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.973173700000, 35.343169100000",,,Northern Africa,2
43177,North Africa,20-Mar-16,2016,Mar,2,,2,,,,,Starvation,"Qadarif (Al Qadarif), Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.031672200000, 35.341772300000",,,Northern Africa,2
43178,North Africa,20-Mar-16,2016,Mar,10,,10,,,,,Sickness and lack of access to medicines,"Kufrah, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.248841300000, 19.724216100000",,,Northern Africa,2
43179,North Africa,20-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"30.272374300000, 19.074105200000",,,Northern Africa,2
43180,North Africa,20-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Qalabat, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.973173700000, 35.343169100000",,,Northern Africa,2
43181,North Africa,20-Mar-16,2016,Mar,3,,3,,,,,Starvation,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.029507800000, 14.389083500000",,,Northern Africa,2
43182,North Africa,20-Mar-16,2016,Mar,8,,8,,,,,Sickness and lack of access to medicines,"Kufrah, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.248841300000, 19.724216100000",,,Northern Africa,2
42451,Mediterranean,19-Mar-16,2016,Mar,51,,51,,,,,Drowning,"Near the port of Zawiya, west of Tripoli",AFP via new Straits Times,"32.884351900000, 13.150722800000",Central Mediterranean,http://bit.ly/1MwM2M1,Uncategorized,1
42454,US-Mexico Border,19-Mar-16,2016,Mar,1,,1,,,1,,Vehicle Accident,"Crossing I-35 near Austin, Texas","South Austin Patch, Guanajuato Informa","30.306258900000, -97.839848500000",Central America to US,"http://bit.ly/1NwLDda, http://bit.ly/1Ni03D7",Northern America,3
42959,Mediterranean,19-Mar-16,2016,Mar,,,0,,,,,Drowning,,IOM Italy,"33.058823123634, 17.165613325000",Central Mediterranean,,Uncategorized,4
43164,North Africa,19-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"At the Sudanese Libyan border, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.670675600000, 24.074248000000",,,Northern Africa,2
42926,US-Mexico Border,18-Mar-16,2016,Mar,1,,1,,,1,,Uknown,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
42493,Mediterranean,17-Mar-16,2016,Mar,4,,4,187,,,,Burned,"near the coast of Sabantha, 65km west of Triopli",Xinhua,"32.800530200000, 12.517970700000",Central Mediterranean,http://bit.ly/1UmcCPJ,Uncategorized,1
43150,Horn of Africa,17-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"In Berbera, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"10.432537300000, 44.994641500000",,,Eastern Africa,2
43151,Horn of Africa,17-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Matama , Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.994478700000, 36.182405400000",,,Eastern Africa,2
43152,North Africa,17-Mar-16,2016,Mar,6,,6,,,,,Sickness and lack of access to medicines,"Qadarif (Al Qadarif), Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.031672200000, 35.341772300000",,,Northern Africa,2
43153,North Africa,17-Mar-16,2016,Mar,11,,11,,,,,Sickness and lack of access to medicines,"Kufrah, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.248841300000, 19.724216100000",,,Northern Africa,2
43154,North Africa,17-Mar-16,2016,Mar,1,,1,,,,,Starvation,"Nyali (Nyala), Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.052156400000, 24.874462400000",,,Northern Africa,2
43155,North Africa,17-Mar-16,2016,Mar,20,,20,,,,,Sickness and lack of access to medicines,"Kufrah, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.248841300000, 19.724216100000",,,Northern Africa,2
43156,North Africa,17-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Nyala, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.052156400000, 24.874462400000",,,Northern Africa,2
43157,North Africa,17-Mar-16,2016,Mar,5,,5,,,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.029507800000, 14.389083500000",,,Northern Africa,2
43158,North Africa,17-Mar-16,2016,Mar,1,,1,,,,,Suffocation,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.501534100000, 32.502556100000",,,Northern Africa,2
43159,North Africa,17-Mar-16,2016,Mar,3,,3,,,,,Sickness and lack of access to medicines,"Kufrah, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.248841300000, 19.724216100000",,,Northern Africa,2
43160,Horn of Africa,17-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,Near the Southwest border with Sudan and Eritrea,Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.801940600000, 36.070220600000",,,Northern Africa,2
43161,North Africa,17-Mar-16,2016,Mar,2,,2,,,,,Sickness and lack of access to medicines,"In the Sahara desert near Abusanbal Abu Simbel, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.390154600000, 31.551211600000",,,Northern Africa,2
43162,North Africa,17-Mar-16,2016,Mar,6,,6,,,,,Sickness and lack of access to medicines,"In the Sahara desert near Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.459686000000, 30.665449400000",,,Northern Africa,2
43163,North Africa,17-Mar-16,2016,Mar,9,,9,,,,,Sickness and lack of access to medicines,"In the Sahara desert near to Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.723668500000, 33.805597800000",,,Northern Africa,2
42940,Mediterranean,16-Mar-16,2016,Mar,3,,3,750,,,,Uknown,Unspecified location off of the coast of Libya en route to Italy,"AFP, Reuters","34.571998183552, 13.453452574665",Central Mediterranean,"http://yhoo.it/1Xx3mGK, http://reut.rs/1nQqu6E",Uncategorized,3
43149,North Africa,15-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"At the desert near Berber, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.026728400000, 33.975176600000",,,Northern Africa,2
42460,Mediterranean,14-Mar-16,2016,Mar,,8,8,5,,,,Drowning,"near Kos, Greece","AFP, IOM Greece","36.910782100000, 27.282852300000",Eastern Mediterranean,http://bit.ly/1pIxswi,Uncategorized,4
42488,US-Mexico Border,14-Mar-16,2016,Mar,1,,1,,,1,,Drowning,"Near the All American Canal, Imperial County, Baja California",La Voz de la Frontera,"32.704147900000, -115.061691200000",Central America to US,http://bit.ly/1U0WZNQ,Northern America,1
43146,Horn of Africa,14-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Near Garowe (Garoowe), Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"8.406657900000, 48.471357700000",,,Eastern Africa,2
43147,North Africa,14-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Unduraman, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.627130900000, 32.300655700000",,,Northern Africa,2
43148,North Africa,14-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"In the Sahara desert near to Abu Simbel, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.390154600000, 31.551211600000",,,Northern Africa,2
42655,Mediterranean,12-Mar-16,2016,Mar,1,,1,,,,1,Drowning,"Harbor of Melilla, Spain",Asociacion Pro Derechos Humanos de Andalucia,"35.286270300000, -2.950878100000",Western Mediterranean,http://bit.ly/2bcfj7V,Uncategorized,3
43145,North Africa,12-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.692227100000, 33.976249200000",,,Northern Africa,2
42439,Mediterranean,10-Mar-16,2016,Mar,5,2,7,9,,,3,Drowning,"off the coast of Ayvacik, Canakkale en route to Lesvos, Greece",Hurriyet Daily News,"39.490208500000, 26.393246100000",Eastern Mediterranean,http://bit.ly/2252uML,Uncategorized,1
42420,US-Mexico Border,8-Mar-16,2016,Mar,1,,1,,,1,,Drowning,"in the Rio Grande 1.5 miles from South 15th street, Hidalgo County, Texas",Valley Central,"26.376354000000, -98.383347700000",Central America to US,http://bit.ly/1qrM6bn,Northern America,1
43142,North Africa,8-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Gedharif (Al Qadarif), Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.031672200000, 35.341772300000",,,Northern Africa,2
43143,Horn of Africa,8-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Near Bali (Bale), Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"6.734966600000, 39.724021900000",,,Eastern Africa,2
43144,North Africa,8-Mar-16,2016,Mar,1,,1,,,,,Sickness and lack of access to medicines,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.285107000000, 31.520455700000",,,Northern Africa,2
42924,US-Mexico Border,7-Mar-16,2016,Mar,1,,1,,,1,,Hypothermia,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
42925,US-Mexico Border,7-Mar-16,2016,Mar,1,,1,,,1,,Uknown,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
43141,North Africa,7-Mar-16,2016,Mar,2,,2,,,,,Sickness and lack of access to medicines,"In the Sahara desert of Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.459686000000, 30.665449400000",,,Northern Africa,2
42403,Mediterranean,6-Mar-16,2016,Mar,25,,25,15,,,10,Drowning,"off the coast of Didim, Aydin, Turkey, likely en route to Farmakonisi, Greece","AP, BBC","37.341163938766, 27.237263179687",Eastern Mediterranean,"http://abcn.ws/1L932wQ, http://bbc.in/1LKdg6K",Uncategorized,3
42923,US-Mexico Border,6-Mar-16,2016,Mar,1,,1,,,1,,Uknown,Pima County Jurisdiction,Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,http://www.humaneborders.info/app/map.asp,Northern America,5
43140,North Africa,5-Mar-16,2016,Mar,3,,3,,,,,Sickness and lack of access to medicines,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.501534100000, 32.502556100000",,,Northern Africa,2
