Web ID,Region of Incident,ReportedDate,Reported_Year,Reported_Month,Number Dead,Minimum Estimated Number of Missing,TotalDeadandMissing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality,
44940,US-Mexico Border,26-Jun-18,2018,Jun,1,,1,,,1,,Exposure,"Near the Amerind Foundation, Dragoon Road, Benson, Cochise County, Arizona, USA","Tucson News, Bajopalabra","32.045696116532, -110.076667294170",Central America to US,"https://bit.ly/2z48GA8, https://bit.ly/2Kyx0ia",Northern America,3,
45789,US-Mexico Border,26-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.028451900000, -110.075742400000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45790,US-Mexico Border,26-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.771801900000, -111.924265100000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45791,US-Mexico Border,26-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.021384700000, -111.783319900000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51161,North Africa,26-Jun-18,2018,Jun,1,,1,,1,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"27.053928000000, 14.320411000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51162,North Africa,26-Jun-18,2018,Jun,1,,1,,1,,,Sickness and lack of access to medicines,"Near Gedaref, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.966799000000, 35.440559000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51163,North Africa,26-Jun-18,2018,Jun,1,,1,,1,,1,Sickness and lack of access to medicines,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"20.610678000000, 27.916851000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51164,North Africa,26-Jun-18,2018,Jun,1,,1,,1,,1,Harsh conditions,"Sahara desert near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"18.074280000000, 34.434549000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
44928,US-Mexico Border,25-Jun-18,2018,Jun,1,,1,,,1,,Dehydration,"El Cenizo Ranch, Highway 57, Maverick County, Texas, USA",Zócalo,"28.642264135393, -100.330563425780",Central America to US,https,//bit.ly/2Iwxi46,Northern America,1
51160,Sub-Saharan Africa,25-Jun-18,2018,Jun,2,,2,,,2,,Dehydration,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"22.692586000000, 12.480116000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44915,Mediterranean,24-Jun-18,2018,Jun,,4,4,97,,,,Drowning,Unspecified location off the coast of Libya,IOM Libya,"33.255516970248, 12.537412725000",Central Mediterranean,,Uncategorized,4,
44916,Mediterranean,24-Jun-18,2018,Jun,8,,8,,,,,Drowning,"Bodies recovered in Al Maya (6) and Sayiad (2), Libya",IOM Libya,"32.812841133477, 12.894163513184",Central Mediterranean,,Uncategorized,4,
45788,US-Mexico Border,24-Jun-18,2018,Jun,1,,1,,1,,,Hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.561705900000, -111.958059400000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51154,Sub-Saharan Africa,24-Jun-18,2018,Jun,2,,2,,,2,,Sickness and lack of access to medicines,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi),"12.357222000000, -1.535278000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51155,Sub-Saharan Africa,24-Jun-18,2018,Jun,2,,2,,,2,,Vehicle Accident,"Sahara desert, Chad",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.987799000000, 18.005633000000",,http,//www.mixedmigration.org/4mi/,Central Africa,2
51156,Horn of Africa,24-Jun-18,2018,Jun,5,,5,,,,,Shot,"Near Haramaya, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4mi),"9.402564000000, 42.018769000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
51157,North Africa,24-Jun-18,2018,Jun,2,,2,,1,1,1,Sickness and lack of access to medicines,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357000000, 27.103538000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51158,Sub-Saharan Africa,24-Jun-18,2018,Jun,1,,1,,1,,,Sickness and lack of access to medicines,"Koudougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi),"12.250000000000, -2.366667000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51159,Sub-Saharan Africa,24-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"12.639167000000, -8.002778000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44927,US-Mexico Border,23-Jun-18,2018,Jun,1,,1,,,1,,Drowning,"Río Bravo, near Rancho El Sinaí, Reynosa, Tamaulipas, Mexico","Debate, El Mañana, El Cinco","26.070579275247, -98.230603840234",Central America to US,"https://bit.ly/2tI14O6, https://bit.ly/2IvAFrX, https://bit.ly/2Klqrzx",Central America,3,
45808,US-Mexico Border,23-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Dos Haches Ranch near Falfurrias, Texas, USA",South Texas Human Rights Center,"27.014083900000, -98.292033500000",Central America to US,,Northern America,4,
45809,US-Mexico Border,23-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Los Palos Ranch near Falfurrias, Brooks County, Texas, USA",South Texas Human Rights Center,"27.151535200000, -98.447048900000",Central America to US,,Northern America,4,
51151,Sub-Saharan Africa,23-Jun-18,2018,Jun,1,,1,,,1,,Vehicle Accident,"Sahara desert, Chad",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.370165000000, 17.683380000000",,http,//www.mixedmigration.org/4mi/,Central Africa,2
51152,Sub-Saharan Africa,23-Jun-18,2018,Jun,2,,2,,1,1,1,Excessive Physical Abuse,"Sololo, Kenya, near border with Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4mi),"3.553899000000, 38.654860000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
51153,Sub-Saharan Africa,23-Jun-18,2018,Jun,2,,2,,,1,,Sickness and lack of access to medicines,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.574530000000, -2.413660000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51536,US-Mexico Border,23-Jun-18,2018,Jun,1,,1,,,1,,Exposure,"Open desert, Ocotillo, Imperial County, California, USA",Imperial County Coroner's Office,"32.708766407534, -115.995027818310",Central America to US,,Northern America,5,
44926,US-Mexico Border,22-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Los Palos Ranch near Falfurrias, Brooks County, Texas, USA",US Border Patrol,"27.263759500000, -98.395306300000",Central America to US,https,//bit.ly/2Ispe4v,Northern America,5
44939,US-Mexico Border,22-Jun-18,2018,Jun,1,,1,,,1,,Drowning,"Los Olmos Creek, near La Paloma Ranch, near Riviera, Kleberg County, Texas, USA","US Border Patrol, Caller Times","27.244542600000, -97.860597800000",Central America to US,"https://bit.ly/2IEgPuK, https://bit.ly/2z8dyEi",Northern America,5,
51145,North Africa,22-Jun-18,2018,Jun,2,,2,,1,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.095196000000, 22.792007000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51146,North Africa,22-Jun-18,2018,Jun,2,,2,,1,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"22.765384000000, 22.374041000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51147,North Africa,22-Jun-18,2018,Jun,2,,2,,1,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"25.500028000000, 14.602296000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51148,Sub-Saharan Africa,22-Jun-18,2018,Jun,3,,3,,,3,,Dehydration,"Sahara desert, Chad",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.540359000000, 15.774139000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51149,Horn of Africa,22-Jun-18,2018,Jun,1,,1,,,1,,Sickness and lack of access to medicines,"Galkayo, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi),"6.770377000000, 47.417650000000",,http,//www.mixedmigration.org/4mi/,Eastern Africa,2
51150,Sub-Saharan Africa,22-Jun-18,2018,Jun,1,,1,,,1,,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"12.669425000000, -7.909603000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44911,Mediterranean,21-Jun-18,2018,Jun,26,,26,,,,,Drowning,Bodies recovered at various locations on the Libyan coast,IOM Libya,"32.805835345374, 12.879105078018",Central Mediterranean,,Uncategorized,4,
45784,US-Mexico Border,21-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.163190400000, -112.998958600000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45785,US-Mexico Border,21-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.374557900000, -111.753955600000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45786,US-Mexico Border,21-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.756084800000, -112.006341800000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45787,US-Mexico Border,21-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.756084800000, -112.006341800000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51142,North Africa,21-Jun-18,2018,Jun,2,,2,,,2,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"27.093058000000, 14.375318000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51143,North Africa,21-Jun-18,2018,Jun,2,,2,,,2,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"27.124841000000, 14.279231000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51144,North Africa,21-Jun-18,2018,Jun,1,,1,,1,,,Shot,"Benghazi, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"31.986596000000, 20.297225000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
44907,Mediterranean,20-Jun-18,2018,Jun,1,,1,82,,,,Drowning,"Unspecified location off the coast of Al Hamidiyah, Tajura, Libya",Libyan Coast Guard,"33.546891172275, 13.464128825000",Central Mediterranean,https,//bit.ly/2lnqZqf,Uncategorized,5
44936,Mediterranean,20-Jun-18,2018,Jun,,50,50,,,,,Drowning,"Off the coast of Garabuli, 64 km east of Tripoli, Libya",UNHCR Libya,"32.906940206676, 13.713920417969",Central Mediterranean,https,//bit.ly/2K9XbrX,Uncategorized,4
45783,US-Mexico Border,20-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.220275600000, -112.782436200000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51140,North Africa,20-Jun-18,2018,Jun,1,,1,,1,,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.973284000000, 13.379010000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51141,Sub-Saharan Africa,20-Jun-18,2018,Jun,1,,1,,,1,,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"12.639167000000, -8.002778000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44925,US-Mexico Border,19-Jun-18,2018,Jun,1,,1,,,1,,Drowning,"Río Bravo, near 1821 Military Road, Peñitas, Hidalgo County, Texas, USA","US Border Patrol, Hidalgo County Sheriff's Office","26.215844689693, -98.450234364063",Central America to US,https,//bit.ly/2Ispe4v,Northern America,5
44932,Mediterranean,19-Jun-18,2018,Jun,6,95,101,5,,,2,Drowning,"North of Al Maya (west of Tripoli), Libya","IOM Libya, UNHCR Libya","32.953662000000, 12.875107000000",Central Mediterranean,"https://bit.ly/2K9XbrX, https://bit.ly/2I6aNTc",Uncategorized,4,
44935,Mediterranean,19-Jun-18,2018,Jun,,70,70,60,,,,Drowning,"Off the coast of Dela, west of Tripoli, Libya",UNHCR Libya,"32.956951061555, 13.088341473828",Central Mediterranean,https,//bit.ly/2K9XbrX,Uncategorized,4
45782,US-Mexico Border,19-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.953720300000, -111.988076100000",Central America to US,http,//www.humaneborders.info/,Northern America,5
44903,Mediterranean,18-Jun-18,2018,Jun,5,,5,115,2,3,,Drowning,"Unspecified location 8 miles north of Melittah area, Tripoli, Libya","IOM Libya, Libyan Navy, AFP","33.900182962029, 13.378376278125",Central Mediterranean,"https://bit.ly/2ljWfq4, https://yhoo.it/2I0okvR",Uncategorized,5,
44904,US-Mexico Border,18-Jun-18,2018,Jun,1,,1,,,1,,Dehydration,"Unspecified location on the side of Highway 131 between Eagle Pass and Brackettville, Maverick County, Texas","Desaparecidos y sin reclamar en la frontera, La Rancherita del Aire","28.928942802688, -100.501049145220",Central America to US,"https://bit.ly/2yuPrjc, https://bit.ly/2JYesb1, https://bit.ly/2I9EfYR",Northern America,4,
45781,US-Mexico Border,18-Jun-18,2018,Jun,1,,1,,,1,,Hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.657587900000, -111.096450300000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45807,US-Mexico Border,18-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Los Compadres Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"27.181724700000, -98.382741500000",Central America to US,,Northern America,4,
51139,Sub-Saharan Africa,18-Jun-18,2018,Jun,3,,3,,1,1,1,Sickness and lack of access to medicines,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.450000000000, -11.433333000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44890,US-Mexico Border,17-Jun-18,2018,Jun,1,,1,,,1,,Drowning,"Río Bravo, near International Bridge III, Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas,"27.596676359375, -99.537031043872",Central America to US,https,//bit.ly/2I2hvde,Central America,1
44891,US-Mexico Border,17-Jun-18,2018,Jun,5,,5,9,,,,Vehicle Accident,"Highway 85 in Big Wells, Dimmit County, Texas, USA","USA Today, ABC News","28.573390388485, -99.559687693054",Central America to US,"https://usat.ly/2JWDvrJ, https://abcn.ws/2MAZJRR",Northern America,3,
44897,Mediterranean,17-Jun-18,2018,Jun,5,38,43,4,,,,Drowning,"18 miles south of Cabo de Gata, Almería, Spain","Salvamento Marítimo, El País, Europa Press, IDEAL","36.475227818626, -2.230208148437",Western Mediterranean,"https://bit.ly/2t8HTxa, https://bit.ly/2LZK2lN, https://bit.ly/2JWhBEW, https://bit.ly/2tK0cce",Uncategorized,4,
44898,Mediterranean,17-Jun-18,2018,Jun,1,,1,523,,,,Drowning,On board a commercial ship after being rescued off the coast of Libya,Il Tempo,"33.909919705504, 12.888975225000",Central Mediterranean,https,//bit.ly/2tgMrkx,Uncategorized,1
45780,US-Mexico Border,17-Jun-18,2018,Jun,1,,1,,,1,,Hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.458090100000, -113.163995800000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51138,Sub-Saharan Africa,17-Jun-18,2018,Jun,3,,3,,,3,,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"12.639167000000, -8.065700000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44913,Sub-Saharan Africa,16-Jun-18,2018,Jun,12,,12,15,,,,Vehicle Accident,"Highway 304, Tsangano, Tete province, Mozambique","The East African, Notícias ao Minuto","-15.295060959251, 34.442272972266",,"https://bit.ly/2ln0pO3, https://bit.ly/2InX0I5",Eastern Africa,3,
45806,US-Mexico Border,16-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Ranch in Brooks County, Texas, USA",South Texas Human Rights Center,"27.246999500000, -98.431243700000",Central America to US,,Northern America,4,
51134,North Africa,16-Jun-18,2018,Jun,1,,1,,1,,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"25.860996000000, 14.665826000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51135,North Africa,16-Jun-18,2018,Jun,1,,1,,1,,,Vehicle Accident,"Sahara desert near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"18.074280000000, 34.434549000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51136,North Africa,16-Jun-18,2018,Jun,2,,2,,1,1,2,Sickness and lack of access to medicines,"Sahara desert, Sudan, near the border with Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.943709000000, 27.672666000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51137,North Africa,16-Jun-18,2018,Jun,3,,3,,1,1,,Excessive Physical Abuse,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357000000, 27.103538000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
44896,Mediterranean,15-Jun-18,2018,Jun,4,,4,,,,,Drowning,"Gibraltar Strait, between Spain and Morocco","Salvamento Marítimo, El País","36.010331867945, -5.441475625000",Western Mediterranean,"https://bit.ly/2MxBzaC, https://bit.ly/2ldKRwc",Uncategorized,5,
45779,US-Mexico Border,15-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.033764900000, -112.913721700000",Central America to US,http,//www.humaneborders.info/,Northern America,5
44895,Mediterranean,14-Jun-18,2018,Jun,1,,1,11,,1,,Drowning,"Gibraltar Strait, between Spain and Morocco",Salvamento Marítimo,"36.008665545045, -5.398903603516",Western Mediterranean,https,//bit.ly/2JWb3WT,Uncategorized,5
45805,US-Mexico Border,14-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Isabella Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"27.075630200000, -98.452613800000",Central America to US,,Northern America,4,
44889,US-Mexico Border,13-Jun-18,2018,Jun,1,,1,,,1,,Drowning,"Río Bravo, near Éjido El Moral, Piedras Negras, Coahuila, Mexico",La Rancherita del Aire,"28.900508281344, -100.612137076070",Central America to US,https,//bit.ly/2HXhp6A,Central America,1
45777,US-Mexico Border,13-Jun-18,2018,Jun,1,,1,,,1,,Hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.929695900000, -111.784830600000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45778,US-Mexico Border,13-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.196911800000, -111.773954700000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45804,US-Mexico Border,13-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Jones Ranch, Brooks County, Texas, USA",South Texas Human Rights Center,"26.981996300000, -98.405339000000",Central America to US,,Northern Africa,4,
51131,North Africa,13-Jun-18,2018,Jun,1,,1,,,1,1,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"25.180981000000, 14.216799000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51132,North Africa,13-Jun-18,2018,Jun,2,,2,,,2,,Shot,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"27.117507000000, 14.367082000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51133,Sub-Saharan Africa,13-Jun-18,2018,Jun,3,,3,,,3,,Dehydration,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.974855000000, 7.982422000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51483,US-Mexico Border,13-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Private ranch in Kenedy County, Texas, USA",Kenedy County Sheriff's Office,"26.832604835274, -97.817398375174",,,Northern America,5,
44894,Mediterranean,12-Jun-18,2018,Jun,,76,76,41,15,,1,Drowning,Unspecified location 20 miles off the coast of Libya,"IOM Italy, U.S. Naval Forces, Sea-Watch","33.301440562438, 12.526426396875",Central Mediterranean,"https://bit.ly/2tiv56y, https://bit.ly/2JO3PY1",Uncategorized,5,
45776,US-Mexico Border,12-Jun-18,2018,Jun,1,,1,,,,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.527146000000, -111.353804000000",Central America to US,http,//www.humaneborders.info/,Northern America,5
51127,North Africa,12-Jun-18,2018,Jun,1,,1,,,1,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"23.719983000000, 12.391467000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51128,Sub-Saharan Africa,12-Jun-18,2018,Jun,1,,1,,1,,,Sickness and lack of access to medicines,"Zinder, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.747392000000, 8.946790000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51129,North Africa,12-Jun-18,2018,Jun,3,,3,,1,1,,Sickness and lack of access to medicines,"Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"24.947309000000, 14.543123000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51130,North Africa,12-Jun-18,2018,Jun,2,,2,,,2,,Shot,"Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.327757000000, 26.213014000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
44893,Mediterranean,11-Jun-18,2018,Jun,2,,2,937,1,1,,Drowning,Unspecified location off the coast of Libya,IOM Italy,"34.536714156713, 13.108701787500",Central Mediterranean,,Uncategorized,4,
45775,US-Mexico Border,11-Jun-18,2018,Jun,1,,1,,,1,,Uknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.339538600000, -110.978347600000",Central America to US,http,//www.humaneborders.info/,Northern America,5
45871,US-Mexico Border,11-Jun-18,2018,Jun,1,,1,,,1,,Dehydration,"Briscoe Ranch, near Carrizo Springs, Dimmit County, Texas, USA","Desaparecidos y sin reclamar en la frontera, La Rancherita del Aire","28.261653600000, -99.809398600000",Central America to US,"https://bit.ly/2MHVN4j, https://www.facebook.com/Desaparecidosysinreclamarenlafrontera/posts/1834025750240698",Northern America,4,
51122,North Africa,11-Jun-18,2018,Jun,2,,2,,,2,,Shot,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"27.102838000000, 14.419244000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51123,North Africa,11-Jun-18,2018,Jun,2,,2,,,2,,Sickness and lack of access to medicines,"Sahara desert, Sudan, near the border with Egypt",Mixed Migration Monitoring Mechanism Initiative (4mi),"21.943709000000, 27.672666000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51124,North Africa,11-Jun-18,2018,Jun,3,,3,,2,1,2,Sickness and lack of access to medicines,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357000000, 27.103538000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51125,Sub-Saharan Africa,11-Jun-18,2018,Jun,1,,1,,,1,,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"12.669425000000, -7.909603000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51126,Sub-Saharan Africa,11-Jun-18,2018,Jun,6,,6,,1,2,2,Vehicle Accident,"Dakar, Senegal",Mixed Migration Monitoring Mechanism Initiative (4mi),"14.692778000000, -17.446667000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44871,Mediterranean,10-Jun-18,2018,Jun,4,,4,49,,4,,Drowning,"Off the coast of Melilla, Spain","Salvamento Marítimo, Caminando Fronteras, El Faro de Melilla","35.507204211799, -2.740343393750",Western Mediterranean,"https://bit.ly/2JxwXiJ, https://bit.ly/2l28ckn, https://bit.ly/2xZhc2O, https://bit.ly/2leXmrh",Uncategorized,5,
44888,US-Mexico Border,10-Jun-18,2018,Jun,1,,1,,,1,,Drowning,"Río Bravo, near Campo Las Águilas, Piedras Negras, Coahuila, Mexico",Zócalo,"28.711412859603, -100.509059536490",Central America to US,https,//bit.ly/2JTAxHL,Central America,1
51118,Sub-Saharan Africa,10-Jun-18,2018,Jun,2,,2,,,2,,Vehicle Accident,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.996690000000, 8.008341000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51119,Sub-Saharan Africa,10-Jun-18,2018,Jun,1,,1,,,1,,Sickness and lack of access to medicines,"Taza, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"15.355787000000, 5.208990000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51120,Sub-Saharan Africa,10-Jun-18,2018,Jun,1,,1,,1,,,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.984541000000, 7.966631000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51121,Sub-Saharan Africa,10-Jun-18,2018,Jun,1,,1,,,1,1,Sickness and lack of access to medicines,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"22.042367000000, 11.755083000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
44892,Mediterranean,9-Jun-18,2018,Jun,,2,2,229,,2,,Drowning,50 nautical miles off the coast of Libya,"MSF, SOS Méditerranée","33.905101905813, 12.734836639634",Central Mediterranean,"https://bit.ly/2JMTcpm, https://bit.ly/2t3CgR8, https://bit.ly/2t6xWjL",Uncategorized,4,
45770,US-Mexico Border,9-Jun-18,2018,Jun,1,,1,,,1,,Drowning,"Río Bravo, near 18765 Military Road, Peñitas, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,"26.223534361930, -98.449756576721",Central America to US,,Northern America,5,
51114,Sub-Saharan Africa,9-Jun-18,2018,Jun,1,,1,,,1,,Uknown,Unspecified location in Mali,Mixed Migration Monitoring Mechanism Initiative (4mi),"12.529500000000, -6.251212000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
51115,North Africa,9-Jun-18,2018,Jun,2,,2,,1,1,,Sickness and lack of access to medicines,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),"25.418981000000, 13.746677000000",,http,//www.mixedmigration.org/4mi/,Northern Africa,2
51116,Sub-Saharan Africa,9-Jun-18,2018,Jun,1,,1,,1,,,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.949076000000, 7.966974000000",,http,//www.mixedmigration.org/4mi/,Western Africa,2
